site_code year month day hour minute second time_decimal value value_std_dev nvalue latitude longitude altitude elevation intake_height qcflag,year ,month,day ,hour ,minute ,second, time_decimal,value,value_std_dev ,nvalue,latitude,longitude altitude elevation intake_height qcflag,altitude, elevation ,intake_height ,qcflag
BRW,1973,1,1,0,0,0,1973,-999.99,-99.99,0,71.323,-156.611,27,11,16,*..
BRW,1973,2,1,0,0,0,1973.084932,-999.99,-99.99,0,71.323,-156.611,27,11,16,*..
BRW,1973,3,1,0,0,0,1973.161644,-999.99,-99.99,0,71.323,-156.611,27,11,16,*..
BRW,1973,4,1,0,0,0,1973.246575,-999.99,-99.99,0,71.323,-156.611,27,11,16,*..
BRW,1973,5,1,0,0,0,1973.328767,-999.99,-99.99,0,71.323,-156.611,27,11,16,*..
BRW,1973,6,1,0,0,0,1973.413699,-999.99,-99.99,0,71.323,-156.611,27,11,16,*..
BRW,1973,7,1,0,0,0,1973.49589,324.55,0.38,5,71.323,-156.611,27,11,16,...
BRW,1973,8,1,0,0,0,1973.580822,322.73,0.84,23,71.323,-156.611,27,11,16,...
BRW,1973,9,1,0,0,0,1973.665753,324.72,1.8,28,71.323,-156.611,27,11,16,...
BRW,1973,10,1,0,0,0,1973.747945,329.88,2.77,29,71.323,-156.611,27,11,16,...
BRW,1973,11,1,0,0,0,1973.832877,333.61,0.77,27,71.323,-156.611,27,11,16,...
BRW,1973,12,1,0,0,0,1973.915068,334.6,1.6,30,71.323,-156.611,27,11,16,...
BRW,1974,1,1,0,0,0,1974,337.51,1.35,20,71.323,-156.611,27,11,16,...
BRW,1974,2,1,0,0,0,1974.084932,336.87,0.77,19,71.323,-156.611,27,11,16,...
BRW,1974,3,1,0,0,0,1974.161644,337.47,0.36,29,71.323,-156.611,27,11,16,...
BRW,1974,4,1,0,0,0,1974.246575,337.88,0.29,15,71.323,-156.611,27,11,16,...
BRW,1974,5,1,0,0,0,1974.328767,337.7,0.27,29,71.323,-156.611,27,11,16,...
BRW,1974,6,1,0,0,0,1974.413699,336.79,0.74,29,71.323,-156.611,27,11,16,...
BRW,1974,7,1,0,0,0,1974.49589,332.44,2.47,23,71.323,-156.611,27,11,16,...
BRW,1974,8,1,0,0,0,1974.580822,324.29,0.84,21,71.323,-156.611,27,11,16,...
BRW,1974,9,1,0,0,0,1974.665753,325.16,1.44,23,71.323,-156.611,27,11,16,...
BRW,1974,10,1,0,0,0,1974.747945,329.72,1.97,29,71.323,-156.611,27,11,16,...
BRW,1974,11,1,0,0,0,1974.832877,332.95,1.12,28,71.323,-156.611,27,11,16,...
BRW,1974,12,1,0,0,0,1974.915068,336.04,1.5,30,71.323,-156.611,27,11,16,...
BRW,1975,1,1,0,0,0,1975,337.63,0.72,30,71.323,-156.611,27,11,16,...
BRW,1975,2,1,0,0,0,1975.084932,337.83,1.63,16,71.323,-156.611,27,11,16,...
BRW,1975,3,1,0,0,0,1975.161644,338.01,0.41,26,71.323,-156.611,27,11,16,...
BRW,1975,4,1,0,0,0,1975.246575,338.61,0.34,30,71.323,-156.611,27,11,16,...
BRW,1975,5,1,0,0,0,1975.328767,338.92,0.7,11,71.323,-156.611,27,11,16,...
BRW,1975,6,1,0,0,0,1975.413699,336.23,0.96,27,71.323,-156.611,27,11,16,...
BRW,1975,7,1,0,0,0,1975.49589,329.04,1.36,14,71.323,-156.611,27,11,16,...
BRW,1975,8,1,0,0,0,1975.580822,324.37,1.96,23,71.323,-156.611,27,11,16,...
BRW,1975,9,1,0,0,0,1975.665753,324.34,1.82,25,71.323,-156.611,27,11,16,...
BRW,1975,10,1,0,0,0,1975.747945,328.57,1.45,27,71.323,-156.611,27,11,16,...
BRW,1975,11,1,0,0,0,1975.832877,333.71,1.33,22,71.323,-156.611,27,11,16,...
BRW,1975,12,1,0,0,0,1975.915068,335.96,0.76,27,71.323,-156.611,27,11,16,...
BRW,1976,1,1,0,0,0,1976,336.42,1.31,25,71.323,-156.611,27,11,16,...
BRW,1976,2,1,0,0,0,1976.084699,336.08,0.47,10,71.323,-156.611,27,11,16,...
BRW,1976,3,1,0,0,0,1976.163934,337.14,0.6,13,71.323,-156.611,27,11,16,...
BRW,1976,4,1,0,0,0,1976.248634,337.43,0.45,9,71.323,-156.611,27,11,16,...
BRW,1976,5,1,0,0,0,1976.330601,336.71,2.36,29,71.323,-156.611,27,11,16,...
BRW,1976,6,1,0,0,0,1976.415301,336.21,0.36,28,71.323,-156.611,27,11,16,...
BRW,1976,7,1,0,0,0,1976.497268,331.07,2.72,28,71.323,-156.611,27,11,16,...
BRW,1976,8,1,0,0,0,1976.581967,323.69,1.4,22,71.323,-156.611,27,11,16,...
BRW,1976,9,1,0,0,0,1976.666667,325.02,1.6,25,71.323,-156.611,27,11,16,...
BRW,1976,10,1,0,0,0,1976.748634,329.73,1.91,26,71.323,-156.611,27,11,16,...
BRW,1976,11,1,0,0,0,1976.833333,334.02,1.33,30,71.323,-156.611,27,11,16,...
BRW,1976,12,1,0,0,0,1976.915301,336.51,0.85,28,71.323,-156.611,27,11,16,...
BRW,1977,1,1,0,0,0,1977,336.84,0.92,31,71.323,-156.611,27,11,16,...
BRW,1977,2,1,0,0,0,1977.084932,336.85,0.67,24,71.323,-156.611,27,11,16,...
BRW,1977,3,1,0,0,0,1977.161644,338.23,0.84,30,71.323,-156.611,27,11,16,...
BRW,1977,4,1,0,0,0,1977.246575,339.15,0.5,29,71.323,-156.611,27,11,16,...
BRW,1977,5,1,0,0,0,1977.328767,339.43,0.32,30,71.323,-156.611,21,11,10,...
BRW,1977,6,1,0,0,0,1977.413699,337.83,0.83,30,71.323,-156.611,21,11,10,...
BRW,1977,7,1,0,0,0,1977.49589,330.11,3.16,31,71.323,-156.611,21,11,10,...
BRW,1977,8,1,0,0,0,1977.580822,325.65,1.1,22,71.323,-156.611,21,11,10,...
BRW,1977,9,1,0,0,0,1977.665753,327.5,2.16,28,71.323,-156.611,21,11,10,...
BRW,1977,10,1,0,0,0,1977.747945,332.04,1.48,31,71.323,-156.611,21,11,10,...
BRW,1977,11,1,0,0,0,1977.832877,334.79,2.07,29,71.323,-156.611,21,11,10,...
BRW,1977,12,1,0,0,0,1977.915068,338.86,1.31,29,71.323,-156.611,21,11,10,...
BRW,1978,1,1,0,0,0,1978,339.29,1.03,29,71.323,-156.611,21,11,10,...
BRW,1978,2,1,0,0,0,1978.084932,340.26,0.98,28,71.323,-156.611,21,11,10,...
BRW,1978,3,1,0,0,0,1978.161644,341.59,0.8,29,71.323,-156.611,21,11,10,...
BRW,1978,4,1,0,0,0,1978.246575,340.99,0.37,30,71.323,-156.611,21,11,10,...
BRW,1978,5,1,0,0,0,1978.328767,340.79,0.28,31,71.323,-156.611,21,11,10,...
BRW,1978,6,1,0,0,0,1978.413699,339.35,1.4,30,71.323,-156.611,21,11,10,...
BRW,1978,7,1,0,0,0,1978.49589,332.4,2.21,28,71.323,-156.611,21,11,10,...
BRW,1978,8,1,0,0,0,1978.580822,327.68,1.32,22,71.323,-156.611,21,11,10,...
BRW,1978,9,1,0,0,0,1978.665753,327.44,1.52,23,71.323,-156.611,21,11,10,...
BRW,1978,10,1,0,0,0,1978.747945,331.86,3.03,20,71.323,-156.611,21,11,10,...
BRW,1978,11,1,0,0,0,1978.832877,338.85,0.96,28,71.323,-156.611,21,11,10,...
BRW,1978,12,1,0,0,0,1978.915068,339.46,0.89,29,71.323,-156.611,21,11,10,...
BRW,1979,1,1,0,0,0,1979,340,0.94,29,71.323,-156.611,21,11,10,...
BRW,1979,2,1,0,0,0,1979.084932,341.38,0.87,25,71.323,-156.611,21,11,10,...
BRW,1979,3,1,0,0,0,1979.161644,342.53,0.52,31,71.323,-156.611,21,11,10,...
BRW,1979,4,1,0,0,0,1979.246575,342.36,0.47,30,71.323,-156.611,21,11,10,...
BRW,1979,5,1,0,0,0,1979.328767,342.88,0.37,31,71.323,-156.611,21,11,10,...
BRW,1979,6,1,0,0,0,1979.413699,341.95,1.17,30,71.323,-156.611,21,11,10,...
BRW,1979,7,1,0,0,0,1979.49589,333.57,3.71,23,71.323,-156.611,21,11,10,...
BRW,1979,8,1,0,0,0,1979.580822,327.79,0.94,21,71.323,-156.611,21,11,10,...
BRW,1979,9,1,0,0,0,1979.665753,329.34,1.79,24,71.323,-156.611,21,11,10,...
BRW,1979,10,1,0,0,0,1979.747945,333.19,1.43,29,71.323,-156.611,21,11,10,...
BRW,1979,11,1,0,0,0,1979.832877,338.24,1.84,29,71.323,-156.611,21,11,10,...
BRW,1979,12,1,0,0,0,1979.915068,341.58,1.43,25,71.323,-156.611,21,11,10,...
BRW,1980,1,1,0,0,0,1980,342.01,0.47,25,71.323,-156.611,27.46,11,16.46,...
BRW,1980,2,1,0,0,0,1980.084699,342.41,0.79,26,71.323,-156.611,27.46,11,16.46,...
BRW,1980,3,1,0,0,0,1980.163934,343.33,0.84,23,71.323,-156.611,27.46,11,16.46,...
BRW,1980,4,1,0,0,0,1980.248634,343.37,0.08,3,71.323,-156.611,27.46,11,16.46,...
BRW,1980,5,1,0,0,0,1980.330601,343.21,0.46,16,71.323,-156.611,27.46,11,16.46,...
BRW,1980,6,1,0,0,0,1980.415301,342.87,1.09,15,71.323,-156.611,27.46,11,16.46,...
BRW,1980,7,1,0,0,0,1980.497268,337.49,1.67,19,71.323,-156.611,27.46,11,16.46,...
BRW,1980,8,1,0,0,0,1980.581967,332.07,1.76,15,71.323,-156.611,27.46,11,16.46,...
BRW,1980,9,1,0,0,0,1980.666667,331.55,1.03,13,71.323,-156.611,27.46,11,16.46,...
BRW,1980,10,1,0,0,0,1980.748634,338.49,2.38,19,71.323,-156.611,27.46,11,16.46,...
BRW,1980,11,1,0,0,0,1980.833333,340.52,0.67,30,71.323,-156.611,27.46,11,16.46,...
BRW,1980,12,1,0,0,0,1980.915301,343.46,1.43,27,71.323,-156.611,27.46,11,16.46,...
BRW,1981,1,1,0,0,0,1981,344.33,0.83,31,71.323,-156.611,27.46,11,16.46,...
BRW,1981,2,1,0,0,0,1981.084932,345.58,0.91,26,71.323,-156.611,27.46,11,16.46,...
BRW,1981,3,1,0,0,0,1981.161644,344.64,0.46,30,71.323,-156.611,27.46,11,16.46,...
BRW,1981,4,1,0,0,0,1981.246575,345.9,0.76,29,71.323,-156.611,27.46,11,16.46,...
BRW,1981,5,1,0,0,0,1981.328767,346.91,0.63,30,71.323,-156.611,27.46,11,16.46,...
BRW,1981,6,1,0,0,0,1981.413699,344.51,1.41,29,71.323,-156.611,27.46,11,16.46,...
BRW,1981,7,1,0,0,0,1981.49589,338.27,3.49,21,71.323,-156.611,27.46,11,16.46,...
BRW,1981,8,1,0,0,0,1981.580822,332.17,0.79,30,71.323,-156.611,27.46,11,16.46,...
BRW,1981,9,1,0,0,0,1981.665753,333.89,1.63,28,71.323,-156.611,27.46,11,16.46,...
BRW,1981,10,1,0,0,0,1981.747945,339.24,2.31,28,71.323,-156.611,27.46,11,16.46,...
BRW,1981,11,1,0,0,0,1981.832877,342.54,1.17,27,71.323,-156.611,27.46,11,16.46,...
BRW,1981,12,1,0,0,0,1981.915068,345.02,0.7,24,71.323,-156.611,27.46,11,16.46,...
BRW,1982,1,1,0,0,0,1982,346,1.35,20,71.323,-156.611,27.46,11,16.46,...
BRW,1982,2,1,0,0,0,1982.084932,347.66,1.94,23,71.323,-156.611,27.46,11,16.46,...
BRW,1982,3,1,0,0,0,1982.161644,348.33,0.85,30,71.323,-156.611,27.46,11,16.46,...
BRW,1982,4,1,0,0,0,1982.246575,348.3,0.42,28,71.323,-156.611,27.46,11,16.46,...
BRW,1982,5,1,0,0,0,1982.328767,348.18,0.38,29,71.323,-156.611,27.46,11,16.46,...
BRW,1982,6,1,0,0,0,1982.413699,346.03,1.39,27,71.323,-156.611,27.46,11,16.46,...
BRW,1982,7,1,0,0,0,1982.49589,339.15,2.16,30,71.323,-156.611,27.46,11,16.46,...
BRW,1982,8,1,0,0,0,1982.580822,333.27,1.31,23,71.323,-156.611,27.46,11,16.46,...
BRW,1982,9,1,0,0,0,1982.665753,333.49,1.45,25,71.323,-156.611,27.46,11,16.46,...
BRW,1982,10,1,0,0,0,1982.747945,337.97,1.94,27,71.323,-156.611,27.46,11,16.46,...
BRW,1982,11,1,0,0,0,1982.832877,342.23,1.25,30,71.323,-156.611,27.46,11,16.46,...
BRW,1982,12,1,0,0,0,1982.915068,344.71,1.22,31,71.323,-156.611,27.46,11,16.46,...
BRW,1983,1,1,0,0,0,1983,347.14,0.82,25,71.323,-156.611,27.46,11,16.46,...
BRW,1983,2,1,0,0,0,1983.084932,347.13,1.27,28,71.323,-156.611,27.46,11,16.46,...
BRW,1983,3,1,0,0,0,1983.161644,348.31,1.08,31,71.323,-156.611,27.46,11,16.46,...
BRW,1983,4,1,0,0,0,1983.246575,348.33,0.44,29,71.323,-156.611,27.46,11,16.46,...
BRW,1983,5,1,0,0,0,1983.328767,348.49,0.31,31,71.323,-156.611,27.46,11,16.46,...
BRW,1983,6,1,0,0,0,1983.413699,347.03,1.43,29,71.323,-156.611,27.46,11,16.46,...
BRW,1983,7,1,0,0,0,1983.49589,340.81,2.44,29,71.323,-156.611,27.46,11,16.46,...
BRW,1983,8,1,0,0,0,1983.580822,333.72,1.51,28,71.323,-156.611,27.46,11,16.46,...
BRW,1983,9,1,0,0,0,1983.665753,335.33,2.17,29,71.323,-156.611,27.46,11,16.46,...
BRW,1983,10,1,0,0,0,1983.747945,340.56,2.07,27,71.323,-156.611,27.46,11,16.46,...
BRW,1983,11,1,0,0,0,1983.832877,346.68,1.05,30,71.323,-156.611,27.46,11,16.46,...
BRW,1983,12,1,0,0,0,1983.915068,346.75,1.7,24,71.323,-156.611,27.46,11,16.46,...
BRW,1984,1,1,0,0,0,1984,350.81,1.74,20,71.323,-156.611,27.46,11,16.46,...
BRW,1984,2,1,0,0,0,1984.084699,350.99,0.84,29,71.323,-156.611,27.46,11,16.46,...
BRW,1984,3,1,0,0,0,1984.163934,350.2,0.48,30,71.323,-156.611,27.46,11,16.46,...
BRW,1984,4,1,0,0,0,1984.248634,349.98,0.21,30,71.323,-156.611,27.46,11,16.46,...
BRW,1984,5,1,0,0,0,1984.330601,350.86,0.43,31,71.323,-156.611,27.46,11,16.46,...
BRW,1984,6,1,0,0,0,1984.415301,348.55,1.22,28,71.323,-156.611,27.46,11,16.46,...
BRW,1984,7,1,0,0,0,1984.497268,341.95,2.85,25,71.323,-156.611,27.46,11,16.46,...
BRW,1984,8,1,0,0,0,1984.581967,335.65,1.09,22,71.323,-156.611,27.46,11,16.46,...
BRW,1984,9,1,0,0,0,1984.666667,338.13,2.25,24,71.323,-156.611,27.46,11,16.46,...
BRW,1984,10,1,0,0,0,1984.748634,341.7,2.11,27,71.323,-156.611,27.46,11,16.46,...
BRW,1984,11,1,0,0,0,1984.833333,345.05,0.29,27,71.323,-156.611,27.46,11,16.46,...
BRW,1984,12,1,0,0,0,1984.915301,348.68,1.32,31,71.323,-156.611,27.46,11,16.46,...
BRW,1985,1,1,0,0,0,1985,349.79,0.74,30,71.323,-156.611,27.46,11,16.46,...
BRW,1985,2,1,0,0,0,1985.084932,349.62,0.54,26,71.323,-156.611,27.46,11,16.46,...
BRW,1985,3,1,0,0,0,1985.161644,350.7,0.49,29,71.323,-156.611,27.46,11,16.46,...
BRW,1985,4,1,0,0,0,1985.246575,351.66,0.48,29,71.323,-156.611,27.46,11,16.46,...
BRW,1985,5,1,0,0,0,1985.328767,352.62,0.5,30,71.323,-156.611,27.46,11,16.46,...
BRW,1985,6,1,0,0,0,1985.413699,350.07,1,30,71.323,-156.611,27.46,11,16.46,...
BRW,1985,7,1,0,0,0,1985.49589,343.88,2.17,28,71.323,-156.611,27.46,11,16.46,...
BRW,1985,8,1,0,0,0,1985.580822,337.91,0.79,28,71.323,-156.611,27.46,11,16.46,...
BRW,1985,9,1,0,0,0,1985.665753,338.34,2.07,28,71.323,-156.611,27.46,11,16.46,...
BRW,1985,10,1,0,0,0,1985.747945,343.33,1.92,30,71.323,-156.611,27.46,11,16.46,...
BRW,1985,11,1,0,0,0,1985.832877,347.08,1.05,23,71.323,-156.611,27.46,11,16.46,...
BRW,1985,12,1,0,0,0,1985.915068,349.62,2.27,29,71.323,-156.611,27.46,11,16.46,...
BRW,1986,1,1,0,0,0,1986,350.26,0.82,30,71.323,-156.611,27.46,11,16.46,...
BRW,1986,2,1,0,0,0,1986.084932,351.83,0.71,27,71.323,-156.611,27.46,11,16.46,...
BRW,1986,3,1,0,0,0,1986.161644,353.67,1,26,71.323,-156.611,27.46,11,16.46,...
BRW,1986,4,1,0,0,0,1986.246575,353.22,0.38,30,71.323,-156.611,27.46,11,16.46,...
BRW,1986,5,1,0,0,0,1986.328767,353.52,0.45,31,71.323,-156.611,27.46,11,16.46,...
BRW,1986,6,1,0,0,0,1986.413699,351.76,1.72,29,71.323,-156.611,27.46,11,16.46,...
BRW,1986,7,1,0,0,0,1986.49589,345.4,2.78,25,71.323,-156.611,27.46,11,16.46,...
BRW,1986,8,1,0,0,0,1986.580822,339.72,1.44,27,71.323,-156.611,27.46,11,16.46,...
BRW,1986,9,1,0,0,0,1986.665753,340.78,2.16,20,71.323,-156.611,27.46,11,16.46,...
BRW,1986,10,1,0,0,0,1986.747945,344.9,2.26,22,71.323,-156.611,27.46,11,16.46,...
BRW,1986,11,1,0,0,0,1986.832877,348.68,1.07,29,71.323,-156.611,27.46,11,16.46,...
BRW,1986,12,1,0,0,0,1986.915068,351.17,1.17,30,71.323,-156.611,27.46,11,16.46,...
BRW,1987,1,1,0,0,0,1987,352.57,1.05,27,71.323,-156.611,27.46,11,16.46,...
BRW,1987,2,1,0,0,0,1987.084932,352.93,0.65,28,71.323,-156.611,27.46,11,16.46,...
BRW,1987,3,1,0,0,0,1987.161644,354.15,0.87,31,71.323,-156.611,27.46,11,16.46,...
BRW,1987,4,1,0,0,0,1987.246575,354.08,0.46,25,71.323,-156.611,27.46,11,16.46,...
BRW,1987,5,1,0,0,0,1987.328767,354.66,0.6,31,71.323,-156.611,27.46,11,16.46,...
BRW,1987,6,1,0,0,0,1987.413699,352.38,1.21,30,71.323,-156.611,27.46,11,16.46,...
BRW,1987,7,1,0,0,0,1987.49589,346.87,3.15,28,71.323,-156.611,27.46,11,16.46,...
BRW,1987,8,1,0,0,0,1987.580822,340.71,1.49,26,71.323,-156.611,27.46,11,16.46,...
BRW,1987,9,1,0,0,0,1987.665753,340.57,1.04,25,71.323,-156.611,27.46,11,16.46,...
BRW,1987,10,1,0,0,0,1987.747945,347.72,2.84,27,71.323,-156.611,27.46,11,16.46,...
BRW,1987,11,1,0,0,0,1987.832877,349.73,1.19,30,71.323,-156.611,27.46,11,16.46,...
BRW,1987,12,1,0,0,0,1987.915068,352.86,1.23,28,71.323,-156.611,27.46,11,16.46,...
BRW,1988,1,1,0,0,0,1988,354.89,1.2,28,71.323,-156.611,27.46,11,16.46,...
BRW,1988,2,1,0,0,0,1988.084699,356.39,0.97,29,71.323,-156.611,27.46,11,16.46,...
BRW,1988,3,1,0,0,0,1988.163934,356.57,0.67,30,71.323,-156.611,27.46,11,16.46,...
BRW,1988,4,1,0,0,0,1988.248634,357.53,0.45,30,71.323,-156.611,27.46,11,16.46,...
BRW,1988,5,1,0,0,0,1988.330601,356.75,0.81,31,71.323,-156.611,27.46,11,16.46,...
BRW,1988,6,1,0,0,0,1988.415301,355.42,1.16,28,71.323,-156.611,27.46,11,16.46,...
BRW,1988,7,1,0,0,0,1988.497268,348.84,2.07,23,71.323,-156.611,27.46,11,16.46,...
BRW,1988,8,1,0,0,0,1988.581967,343.1,1.54,26,71.323,-156.611,27.46,11,16.46,...
BRW,1988,9,1,0,0,0,1988.666667,345.47,1.37,23,71.323,-156.611,27.46,11,16.46,...
BRW,1988,10,1,0,0,0,1988.748634,350.33,1.54,24,71.323,-156.611,27.46,11,16.46,...
BRW,1988,11,1,0,0,0,1988.833333,354.68,2,26,71.323,-156.611,27.46,11,16.46,...
BRW,1988,12,1,0,0,0,1988.915301,357.97,1.08,24,71.323,-156.611,27.46,11,16.46,...
BRW,1989,1,1,0,0,0,1989,361.03,1.68,14,71.323,-156.611,27.46,11,16.46,...
BRW,1989,2,1,0,0,0,1989.084932,358.2,1.92,21,71.323,-156.611,27.46,11,16.46,...
BRW,1989,3,1,0,0,0,1989.161644,359.45,1.13,20,71.323,-156.611,27.46,11,16.46,...
BRW,1989,4,1,0,0,0,1989.246575,359.61,0.51,30,71.323,-156.611,27.46,11,16.46,...
BRW,1989,5,1,0,0,0,1989.328767,359.2,0.46,31,71.323,-156.611,27.46,11,16.46,...
BRW,1989,6,1,0,0,0,1989.413699,357.61,1.69,29,71.323,-156.611,27.46,11,16.46,...
BRW,1989,7,1,0,0,0,1989.49589,350.88,3.06,16,71.323,-156.611,27.46,11,16.46,...
BRW,1989,8,1,0,0,0,1989.580822,344.39,1.06,21,71.323,-156.611,27.46,11,16.46,...
BRW,1989,9,1,0,0,0,1989.665753,346.18,2.27,28,71.323,-156.611,27.46,11,16.46,...
BRW,1989,10,1,0,0,0,1989.747945,351.41,1.33,28,71.323,-156.611,27.46,11,16.46,...
BRW,1989,11,1,0,0,0,1989.832877,355.46,2.25,15,71.323,-156.611,27.46,11,16.46,...
BRW,1989,12,1,0,0,0,1989.915068,358.49,1.07,31,71.323,-156.611,27.46,11,16.46,...
BRW,1990,1,1,0,0,0,1990,359.9,0.9,27,71.323,-156.611,27.46,11,16.46,...
BRW,1990,2,1,0,0,0,1990.084932,359.88,0.88,21,71.323,-156.611,27.46,11,16.46,...
BRW,1990,3,1,0,0,0,1990.161644,361.37,1.16,31,71.323,-156.611,27.46,11,16.46,...
BRW,1990,4,1,0,0,0,1990.246575,361.08,0.43,30,71.323,-156.611,27.46,11,16.46,...
BRW,1990,5,1,0,0,0,1990.328767,360.49,0.77,30,71.323,-156.611,27.46,11,16.46,...
BRW,1990,6,1,0,0,0,1990.413699,356.96,2.22,29,71.323,-156.611,27.46,11,16.46,...
BRW,1990,7,1,0,0,0,1990.49589,350.31,2.91,22,71.323,-156.611,27.46,11,16.46,...
BRW,1990,8,1,0,0,0,1990.580822,346.02,0.89,30,71.323,-156.611,27.46,11,16.46,...
BRW,1990,9,1,0,0,0,1990.665753,346.54,0.75,27,71.323,-156.611,27.46,11,16.46,...
BRW,1990,10,1,0,0,0,1990.747945,352.14,2.62,24,71.323,-156.611,27.46,11,16.46,...
BRW,1990,11,1,0,0,0,1990.832877,357.02,1.67,26,71.323,-156.611,27.46,11,16.46,...
BRW,1990,12,1,0,0,0,1990.915068,359.26,1.5,28,71.323,-156.611,27.46,11,16.46,...
BRW,1991,1,1,0,0,0,1991,361.31,1.39,23,71.323,-156.611,27.46,11,16.46,...
BRW,1991,2,1,0,0,0,1991.084932,362.19,2.77,24,71.323,-156.611,27.46,11,16.46,...
BRW,1991,3,1,0,0,0,1991.161644,361.49,0.66,27,71.323,-156.611,27.46,11,16.46,...
BRW,1991,4,1,0,0,0,1991.246575,361.96,0.43,30,71.323,-156.611,27.46,11,16.46,...
BRW,1991,5,1,0,0,0,1991.328767,361.76,0.54,31,71.323,-156.611,27.46,11,16.46,...
BRW,1991,6,1,0,0,0,1991.413699,359.58,1.78,29,71.323,-156.611,27.46,11,16.46,...
BRW,1991,7,1,0,0,0,1991.49589,353.81,2.93,27,71.323,-156.611,27.46,11,16.46,...
BRW,1991,8,1,0,0,0,1991.580822,347.69,1.2,26,71.323,-156.611,27.46,11,16.46,...
BRW,1991,9,1,0,0,0,1991.665753,348.58,1.71,25,71.323,-156.611,27.46,11,16.46,...
BRW,1991,10,1,0,0,0,1991.747945,355.31,3.55,24,71.323,-156.611,27.46,11,16.46,...
BRW,1991,11,1,0,0,0,1991.832877,358.53,1.29,30,71.323,-156.611,27.46,11,16.46,...
BRW,1991,12,1,0,0,0,1991.915068,360.75,1.32,28,71.323,-156.611,27.46,11,16.46,...
BRW,1992,1,1,0,0,0,1992,361.67,0.8,31,71.323,-156.611,27.46,11,16.46,...
BRW,1992,2,1,0,0,0,1992.084699,362.16,0.83,28,71.323,-156.611,27.46,11,16.46,...
BRW,1992,3,1,0,0,0,1992.163934,362.64,0.42,30,71.323,-156.611,27.46,11,16.46,...
BRW,1992,4,1,0,0,0,1992.248634,362.7,0.32,30,71.323,-156.611,27.46,11,16.46,...
BRW,1992,5,1,0,0,0,1992.330601,362.86,0.88,31,71.323,-156.611,27.46,11,16.46,...
BRW,1992,6,1,0,0,0,1992.415301,360.45,1.66,30,71.323,-156.611,27.46,11,16.46,...
BRW,1992,7,1,0,0,0,1992.497268,353.12,3.02,31,71.323,-156.611,27.46,11,16.46,...
BRW,1992,8,1,0,0,0,1992.581967,347.24,1.44,28,71.323,-156.611,27.46,11,16.46,...
BRW,1992,9,1,0,0,0,1992.666667,347.91,1.45,29,71.323,-156.611,27.46,11,16.46,...
BRW,1992,10,1,0,0,0,1992.748634,353.8,1.54,29,71.323,-156.611,27.46,11,16.46,...
BRW,1992,11,1,0,0,0,1992.833333,357.46,1.01,30,71.323,-156.611,27.46,11,16.46,...
BRW,1992,12,1,0,0,0,1992.915301,361.28,1.89,31,71.323,-156.611,27.46,11,16.46,...
BRW,1993,1,1,0,0,0,1993,362.49,1.15,30,71.323,-156.611,27.46,11,16.46,...
BRW,1993,2,1,0,0,0,1993.084932,361.94,0.76,16,71.323,-156.611,27.46,11,16.46,...
BRW,1993,3,1,0,0,0,1993.161644,363.57,0,1,71.323,-156.611,27.46,11,16.46,...
BRW,1993,4,1,0,0,0,1993.246575,362.59,0.61,30,71.323,-156.611,27.46,11,16.46,...
BRW,1993,5,1,0,0,0,1993.328767,363.39,0.58,31,71.323,-156.611,27.46,11,16.46,...
BRW,1993,6,1,0,0,0,1993.413699,360.62,1.56,30,71.323,-156.611,27.46,11,16.46,...
BRW,1993,7,1,0,0,0,1993.49589,351.81,2.66,26,71.323,-156.611,27.46,11,16.46,...
BRW,1993,8,1,0,0,0,1993.580822,348.18,1.19,31,71.323,-156.611,27.46,11,16.46,...
